Location,Latitude,Longitude,Date,Temperature,Humidity,Rainfall,Malaria Cases,Dengue Cases,Population Density,Water Body Nearby,Green Cover,Healthcare Facilities,Risk Level,Probability Score
Mumbai,19.076,72.8777,2021-04,20.82142458233047,56.759862082295044,401.42672429900574,19,15,4122.578817066049,1,46.738188997572045,11,Medium,0.5098540010730315
Mumbai,19.076,72.8777,2021-05,33.69124194318693,52.411322137857596,288.8159770457736,15,27,3498.2845536647633,1,10.523778263533345,17,Medium,0.5534107900609254
Mumbai,19.076,72.8777,2021-06,34.416054762041824,47.43313638765565,207.31206186351187,20,20,2889.150337860272,0,23.97547996197332,17,Medium,0.5109649003544284
Mumbai,19.076,72.8777,2021-07,27.08100417664999,68.24205666313082,32.854319714176185,6,7,9515.039159202695,1,20.89207418881198,19,Low,0.3219997716195079
Mumbai,19.076,72.8777,2021-08,26.131012566471448,41.26931778301724,78.07629868309517,3,7,1177.3948397892773,1,23.57084983584764,5,Low,0.0892723310271668
Mumbai,19.076,72.8777,2021-09,29.791191617778118,51.90913905233633,49.72069637967258,7,38,1769.5767776902126,0,43.92512381867534,16,Medium,0.5544306305269392
Mumbai,19.076,72.8777,2021-10,28.745623414545385,61.0712275296249,446.3358555384874,25,26,6312.654482633269,1,43.22618026260999,5,High,0.8818823304382482
Mumbai,19.076,72.8777,2021-11,28.2807077127797,61.80632645676583,147.23287977095885,20,35,1202.2237748810567,1,39.66747776914662,2,High,0.9266956439652294
Mumbai,19.076,72.8777,2021-12,23.868315281498035,46.96780370364121,417.46511839964955,15,5,3466.496986184854,0,26.209923521107548,6,Low,0.4148709018536008
Mumbai,19.076,72.8777,2022-01,23.09631907640905,40.549791432924025,68.44281503440364,8,10,2496.5503188047146,0,17.37483682715853,4,Low,0.38549296276773926
Mumbai,19.076,72.8777,2022-02,21.023745580311374,81.85394953515147,218.59669817862175,27,6,3429.201001529754,0,20.490561771993004,3,Medium,0.752458898093013
Mumbai,19.076,72.8777,2022-03,32.69611773971836,87.76181563617395,77.3360704416181,6,29,1699.8880967106138,1,37.78785883417707,6,Medium,0.6770692000607261
Mumbai,19.076,72.8777,2022-04,25.414608454100403,44.579103666331704,458.65678773112137,19,10,7590.023977686051,0,40.361433821553995,5,Medium,0.7076829693553558
Mumbai,19.076,72.8777,2022-05,32.73793477347979,52.483400442959294,244.71248182157024,29,24,9239.394678292376,1,14.820903151458577,7,Medium,0.5892047022117652
Mumbai,19.076,72.8777,2022-06,33.865942930647954,88.55291225826838,472.13324455671693,20,36,8460.239267356097,0,36.006694017729124,3,High,0.9121354388007028
Mumbai,19.076,72.8777,2022-07,27.215928257661297,84.24991782616405,265.1325663174501,19,11,5845.613413427088,1,22.7501001172828,18,Medium,0.6560504329636196
Mumbai,19.076,72.8777,2022-08,26.402255849822964,83.83326889312247,208.75304201394607,18,4,1474.1545237950572,0,26.077236544369686,12,Medium,0.6882516389655111
Mumbai,19.076,72.8777,2022-09,33.10515671279508,89.20417345996475,384.1367069322591,19,34,1994.267018182552,1,21.880115058195287,18,High,0.8592616240911981
Mumbai,19.076,72.8777,2022-10,23.50411626574865,42.104659481818096,8.936967366706906,7,9,9502.588200622693,0,46.14895868701082,2,Low,0.08351697304603761
Mumbai,19.076,72.8777,2022-11,34.86752939205465,51.58358506917217,471.3658870675628,22,30,2588.7522880495744,1,11.469277497064546,3,Medium,0.7478617087381898
Mumbai,19.076,72.8777,2022-12,32.01154530694812,71.48889614980766,108.16201151827676,20,30,5637.231318832533,1,37.84082472215169,3,High,0.9631666249981236
Mumbai,19.076,72.8777,2023-01,23.36660857754991,51.19088074113115,268.4872114467068,21,8,8998.732718820795,0,44.08774133388031,10,Medium,0.7428548224174635
Mumbai,19.076,72.8777,2023-02,29.828629709585325,67.54286853045696,43.493379955705066,5,25,1685.1777354127016,0,12.460681049569402,13,Medium,0.6441759731979944
Mumbai,19.076,72.8777,2023-03,28.886116769892766,81.23404829625746,173.90460395109653,22,26,8176.834194462353,1,19.81142129021338,16,High,0.941672595343007
Mumbai,19.076,72.8777,2023-04,32.555199925455085,74.87357308346418,340.0703858801502,22,24,8846.591749707088,0,45.162859209125266,10,High,0.8257739734946891
Mumbai,19.076,72.8777,2023-05,25.026782813887127,77.1754128145804,80.3799480241541,3,8,9830.67560224681,0,14.633754271210307,2,Low,0.3170028515498057
Mumbai,19.076,72.8777,2023-06,28.099780695737834,78.99226975755718,53.490319413479206,8,20,7373.548797807534,1,38.34288018410518,1,Medium,0.5173761381676395
Mumbai,19.076,72.8777,2023-07,21.120416266367812,82.62073295993238,495.0741863753235,22,11,4452.510343650596,0,10.88494206115989,6,Medium,0.6115500587716174
Mumbai,19.076,72.8777,2023-08,32.28178465035641,52.62543748441911,0.5147399228166982,4,30,3685.3698789099335,1,13.295241824633708,14,Medium,0.5690161049094302
Mumbai,19.076,72.8777,2023-09,21.97002689614067,83.40271612661465,481.6183267200659,19,8,7712.533108278679,0,11.245363315380455,12,Medium,0.6688250859030148
Mumbai,19.076,72.8777,2023-10,27.07298690153769,67.16164028949791,79.62286913963223,2,9,1160.7570323048744,0,15.249795107295503,3,Low,0.09272943733832717
Mumbai,19.076,72.8777,2023-11,26.93145936148491,40.06159175832129,299.1636325612135,21,10,2447.4292217037105,1,33.27885607657595,2,Medium,0.7392677301911565
Mumbai,19.076,72.8777,2023-12,24.65542938385361,62.76100745409006,5.810269954050318,4,13,5324.562525320461,1,15.836882961405818,12,Low,0.4933312966335732
Mumbai,19.076,72.8777,2024-01,22.1374331435227,64.9444076725678,309.07786715905956,23,10,4155.642380882627,0,42.980561875873356,7,Medium,0.5398147262129182
Mumbai,19.076,72.8777,2024-02,28.51311272392337,74.47324845686329,400.2933495545414,16,22,7358.281538382111,1,33.79106549507745,9,Medium,0.5155913850954418
Mumbai,19.076,72.8777,2024-03,28.119445029516058,75.45302597254582,435.4845618730428,23,27,1721.0336174620763,1,32.12005810367834,6,High,0.9634595539924987
Mumbai,19.076,72.8777,2024-04,26.7847742677745,72.17888475982625,263.2013304680566,23,4,2435.9021210186947,0,34.62968087768971,19,Medium,0.7927595767457394
Mumbai,19.076,72.8777,2024-05,25.053436876566604,49.10589578443496,394.84925357123956,22,10,3056.0926719816885,1,31.6991454287747,3,Medium,0.524457946865728
Mumbai,19.076,72.8777,2024-06,26.048920416857477,51.028056246116165,209.19989433382636,16,9,6658.883363853506,1,24.841550519384107,18,Medium,0.7601094488367346
Mumbai,19.076,72.8777,2024-07,28.6801311285859,61.930770959479524,362.6288302075682,20,38,3491.4501751154644,0,21.3541811443458,12,High,0.8767694303735593
Mumbai,19.076,72.8777,2024-08,26.987192105303727,81.79990318906047,117.89604697960493,24,11,4355.63773470041,1,17.23907810837959,5,Medium,0.5207398358559858
Mumbai,19.076,72.8777,2024-09,26.5574808322524,44.86966962767761,202.51039954016076,21,12,6869.109209773941,0,48.7764928934115,2,Medium,0.7573958761768118
Mumbai,19.076,72.8777,2024-10,20.135456061943255,69.42063166703028,299.3569900500538,19,9,5038.9981644826275,1,43.15533463530438,1,Medium,0.6348301505641214
Mumbai,19.076,72.8777,2024-11,28.818265566655803,87.42916774257168,126.26389103770963,18,32,5801.60732769726,0,43.76681795876789,12,High,0.8892737293025171
Mumbai,19.076,72.8777,2024-12,32.96324266511253,67.90701247969315,269.95291975110626,14,25,1797.0002580091725,0,30.289392347535696,14,Medium,0.7064623597599786
Mumbai,19.076,72.8777,2025-01,25.960684826966016,63.99485407960366,342.98386799149205,16,8,2131.6736062598393,1,22.317197663647637,16,Medium,0.7819459375780526
Mumbai,19.076,72.8777,2025-02,30.993483775120126,48.11909473311604,94.17454188280072,4,28,3197.3256138013685,1,44.756199379148725,8,Medium,0.7305558093571374
Mumbai,19.076,72.8777,2025-03,21.696647286148597,79.77551858482016,459.3388984967521,25,11,2433.587007185246,1,11.928481554422241,9,Medium,0.7599316002582936
Mumbai,19.076,72.8777,2025-04,34.900054060379425,77.62138813077863,45.24084764352537,5,38,3854.761450888587,0,42.71336864700086,7,High,0.8011517320996243
Mumbai,19.076,72.8777,2025-05,24.868787448504055,58.32307674356989,198.08634580462768,23,9,4359.26612466406,1,10.586682281850553,11,Medium,0.6810345780144134
Mumbai,19.076,72.8777,2025-06,30.023191978325244,70.97451730048073,231.74702190028617,18,30,1230.7785922579212,1,14.356733673869257,5,High,0.8797645561793801
Mumbai,19.076,72.8777,2025-07,28.702585538409984,66.68012733634393,303.9525463967223,27,40,9409.924241249628,1,17.78233292741204,14,High,0.8971743518372651
Mumbai,19.076,72.8777,2025-08,23.851648515807618,54.24364509809614,153.6449824631433,24,8,7445.356068008742,0,49.06900954650315,11,Medium,0.5369667962516498
Mumbai,19.076,72.8777,2025-09,32.891236899208835,79.98905477120108,92.2925647685165,5,36,5738.492747384029,0,48.05613368826628,9,High,0.9587487700761033
Mumbai,19.076,72.8777,2025-10,29.6990887013429,48.73867214136886,180.38625955529992,27,31,3718.5445165131555,1,42.90457274054714,7,Medium,0.7002649697874411
Mumbai,19.076,72.8777,2025-11,21.433029707520024,71.19296623382866,225.88383936861456,21,7,1212.7472744170275,0,19.2098467371148,7,Medium,0.664009223814221
Mumbai,19.076,72.8777,2025-12,23.47920644173963,59.54529979527574,297.23816759308653,14,9,7458.379890923586,0,10.632843670623298,14,Medium,0.5312328948152499
Mumbai,19.076,72.8777,2026-01,30.865082256931117,68.91934585032045,137.08033327990293,12,38,3910.3440590396867,0,23.74241899102816,7,High,0.8138847685492188
Mumbai,19.076,72.8777,2026-02,27.785896863624053,43.380628179610746,400.1782539111808,16,14,5796.620078962018,0,28.274345795214746,6,Medium,0.5157016627359525
Mumbai,19.076,72.8777,2026-03,25.677146352288034,58.1472135922996,497.7402453521285,19,11,9654.991623593318,0,37.600195632826626,16,Medium,0.6228433559015611
Mumbai,19.076,72.8777,2026-04,26.340336700942842,81.09032219505434,0.6183398797047213,4,20,7634.622025065188,1,31.598285211222382,6,Medium,0.577114179929624
Mumbai,19.076,72.8777,2026-05,31.818529824383972,83.23430960167701,304.24320632989566,20,19,3046.215700864889,0,24.405456298860763,2,Medium,0.7810873469093189
Mumbai,19.076,72.8777,2026-06,28.307033610685643,55.276215532901176,198.49075853714172,19,30,5472.671346152472,1,32.66301448685674,10,Medium,0.650345899754603
Mumbai,19.076,72.8777,2026-07,25.957681661438166,66.98663093799715,313.9750263863179,22,12,2907.8424181201467,1,13.236771322050087,3,Medium,0.5520573544959526
Mumbai,19.076,72.8777,2026-08,30.424266333536927,57.30498632688928,487.80510042995746,22,23,9304.814714620548,1,15.567920984701193,16,Medium,0.7294429402708986
Mumbai,19.076,72.8777,2026-09,22.622579408906187,65.12830382317212,199.33151388615656,14,4,2216.496602393405,1,13.198615774372078,12,Low,0.48291108057661
Mumbai,19.076,72.8777,2026-10,26.487468174951978,55.59080665426298,253.07093142012204,19,11,6576.291594080466,1,24.59192876578118,19,Medium,0.6693323272036648
Mumbai,19.076,72.8777,2026-11,22.87673683387791,50.58776753327392,242.30079350943234,24,8,2535.982826949986,0,14.855397576897156,14,Medium,0.530313743303194
Mumbai,19.076,72.8777,2026-12,30.38242012541198,43.114589906503134,254.71106407489486,21,32,4834.7504550133435,0,41.68374535042173,3,Medium,0.6103278052631869
Mumbai,19.076,72.8777,2027-01,26.211946287933905,81.37689477834371,366.80719028070104,24,9,1172.7304914075103,0,33.28592919119889,7,Medium,0.6856844579023165
Mumbai,19.076,72.8777,2027-02,24.852505923672105,81.71516829773837,314.6494030053681,16,8,5494.004514807564,1,13.923303231369783,4,Medium,0.7593981176421254
Mumbai,19.076,72.8777,2027-03,23.65216952607301,72.58553239554843,405.34296399313314,21,6,6928.229315866992,0,37.525388243461684,16,Medium,0.5764011866138153
Mumbai,19.076,72.8777,2027-04,32.61307369138884,41.92131744811625,450.88099606771175,19,32,1599.8683650462096,1,45.29837761824399,5,Medium,0.7212301306164457
Mumbai,19.076,72.8777,2027-05,27.68332881219012,74.01138896041766,20.836450301192134,2,4,9608.512584695321,0,25.50380925931078,14,Low,0.495794204435137
Mumbai,19.076,72.8777,2027-06,34.56124936506005,87.11576948365965,391.92133838383694,18,31,1618.4154926644098,1,10.837798441236512,16,High,0.9935720069690062
Mumbai,19.076,72.8777,2027-07,24.431671662161303,78.46115739190668,312.3317844271319,18,6,7971.704025740092,0,48.39306072303716,18,Medium,0.5966646510333885
Mumbai,19.076,72.8777,2027-08,21.878503556492408,63.716805495310695,56.97831735715858,5,5,1855.1052909307418,1,27.28307531776784,18,Low,0.4715379188723538
Mumbai,19.076,72.8777,2027-09,23.610390677487572,46.0750688150459,98.73524492996866,10,12,6905.456539129644,0,22.802393300839338,11,Medium,0.5807993894906075
Mumbai,19.076,72.8777,2027-10,28.093343307432576,76.39735883653717,53.97185732323217,4,27,7823.665099688837,0,30.3344218766512,19,Medium,0.545470811476302
Mumbai,19.076,72.8777,2027-11,21.40635380968335,68.85863916437751,438.56922075570196,19,10,7675.40855361637,0,49.67239805397454,8,Medium,0.5581861601803325
Mumbai,19.076,72.8777,2027-12,33.19724728912908,72.87801563890116,155.4644650037771,23,32,4377.339139983997,0,32.16906056528067,10,High,0.9521981520056187
Mumbai,19.076,72.8777,2028-01,20.529670324103584,77.2866891365616,101.24028008261871,31,8,3750.4379394119337,1,30.082008539537885,4,Medium,0.6156127649142086
Mumbai,19.076,72.8777,2028-02,29.650477698676767,79.01998880736372,108.60454884560528,14,24,4620.944122179004,0,29.23891559544495,14,Medium,0.7170214296836859
Mumbai,19.076,72.8777,2028-03,21.56206036880431,51.27193777318469,351.4717204893384,21,11,7258.740834952479,1,41.3958790844587,6,Medium,0.5629525984569228
Mumbai,19.076,72.8777,2028-04,32.376960014991724,66.0148288459327,186.7312980720867,14,25,1562.880042076316,1,39.42652456956759,11,Medium,0.7200847490126938
Mumbai,19.076,72.8777,2028-05,24.4916526573783,48.674003713297864,318.7766322351149,20,12,9552.814776375326,0,17.379050125345575,10,Medium,0.6003533866225796
Mumbai,19.076,72.8777,2028-06,20.392950627980973,41.209588194567765,415.8485218378867,17,7,8854.572254361417,0,28.46931254449529,17,Medium,0.630554119776607
Mumbai,19.076,72.8777,2028-07,34.06029941323797,75.30095038320124,315.5853229783532,27,25,4589.524267333565,1,36.278206250685585,4,High,0.8026805252864332
Mumbai,19.076,72.8777,2028-08,24.24118534368143,42.22974541864808,18.14381130675108,7,11,3836.7056898762307,0,23.893733050353706,15,Low,0.01091169838774475
Mumbai,19.076,72.8777,2028-09,29.956845292633837,88.16972171067752,280.084091730921,29,29,7577.388684826568,1,49.18203361527028,5,High,0.930834920294815
Mumbai,19.076,72.8777,2028-10,22.9714644913961,68.2665127285805,231.9662433441681,18,6,3258.699952062682,0,37.350164223081705,1,Medium,0.65701727341231
Mumbai,19.076,72.8777,2028-11,21.721533078038263,83.00698466747176,361.40715160424185,12,10,5124.705773757908,0,27.14522187881903,5,Medium,0.7837094441000847
Mumbai,19.076,72.8777,2028-12,32.74963057220993,73.45111686645541,231.1477805003036,19,31,5612.523838932985,1,24.238934951794107,3,High,0.8103913155108537
Delhi,28.7041,77.1025,2016-01,31.794172990760497,50.06818910679872,129.31041744401938,15,34,2843.931467356413,0,36.38517465578969,14,Medium,0.5716388634144618
Delhi,28.7041,77.1025,2016-02,26.768590162714823,89.24948280704376,386.0062381549952,19,10,1949.2632996096754,1,28.067872769267307,18,Medium,0.5280223915925887
Delhi,28.7041,77.1025,2016-03,26.616082373761756,49.78046365222575,93.36164788652074,4,11,9072.62137381181,1,16.31819291341392,6,Low,0.3966306752191272
Delhi,28.7041,77.1025,2016-04,24.7514251560129,82.85896284993765,453.0716273828832,14,7,6888.632970924657,0,22.526479792691294,6,Medium,0.7903267631310167
Delhi,28.7041,77.1025,2016-05,32.853109041126416,45.88219940796626,369.8651660427703,20,34,9973.703413734955,1,27.099587516824606,5,Medium,0.6679267050915147
Delhi,28.7041,77.1025,2016-06,27.910994331840143,75.96768111845793,445.12902650890106,25,12,5240.511090395332,0,36.066716748257036,9,Medium,0.6073394795976326
Delhi,28.7041,77.1025,2016-07,27.4131867087545,81.41246262186093,167.60402368543637,15,13,3158.8670148035026,1,46.214394971114814,19,Medium,0.6351052936716238
Delhi,28.7041,77.1025,2016-08,31.232395054449597,72.5573792440837,310.4642837392156,18,32,7085.598058678906,1,22.596783544518708,15,High,0.8349762874351919
Delhi,28.7041,77.1025,2016-09,32.836058883586794,51.358977851175744,418.52056262147005,17,33,3747.7960902705818,0,12.740216265079184,14,Medium,0.7277746199182529
Delhi,28.7041,77.1025,2016-10,33.55411766520193,51.638157355064436,403.6980151699757,22,28,3040.573446311596,0,31.865928807511537,3,Medium,0.6238283387798078
Delhi,28.7041,77.1025,2016-11,32.03531493738896,63.95350315516756,9.000044472607494,3,36,8555.148185506903,0,48.51241428296104,9,Medium,0.59142532861584
Delhi,28.7041,77.1025,2016-12,32.4409199728827,54.0760599207465,436.37691978306395,20,25,5218.9116891805525,0,42.98139232348129,3,Medium,0.5679054483024458
Delhi,28.7041,77.1025,2017-01,30.953692206352187,69.94041481917458,32.24563562458377,9,26,6160.144110716962,0,12.545636371465694,5,Medium,0.6796935524531632
Delhi,28.7041,77.1025,2017-02,21.723994955893502,44.69286424116781,454.8134097182962,22,14,5657.0171657953715,0,13.288282548471265,12,Medium,0.6393299708676629
Delhi,28.7041,77.1025,2017-03,22.062856622255232,57.04078498949233,82.41233767338102,6,7,9736.895858273047,1,48.02124210344814,2,Low,0.23644856640545242
